id,mac,office_id,age,sex,family_status,marital_status,car_status,house_status,consume_capacity,consume_will,device_brand,operator,profession,social_composition,travel,bank,user_tag_work,user_tag_communicate,user_tag_healthy,user_tag_edu,user_tag_financial,user_tag_travel,user_tag_auto,user_tag_live,user_tag_tools,user_tag_game,user_tag_read,user_tag_photo,user_tag_system_tools,user_tag_new,user_tag_medical,user_tag_online_shop,user_tag_sns,user_tag_video,user_tag_music,user_tag_infant_mom,user_tag_wearables,user_tag_subjects,citys,month_latlng,week_latlng,create_date,update_date,place_name1,place_name2,place_code1,place_code2,user_apps_1,user_apps_2,user_apps_3,user_apps_4,user_apps_5,user_apps_6,user_apps_7,user_apps_8,user_apps_9,user_apps_10,user_apps_11,user_apps_12
54054,1c:48:ce:d4:02:02,20171220,31,0,2,1,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,"21:23.170_113.348_1,23.171_113.349_1,23.171_113.348_1|",,20171220,0,,,,,,,,,,,,,,,,
54055,1c:48:ce:d4:03:d6,20171220,24,2,2,1,0,0,2,2,6,0,0,3,0,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,广州市,"|14:23.128_113.342_1,23.128_113.347_1,23.128_113.345_1",,20171220,0,,,,,"{d=204, s=19, n=搜狗输入法, ud=6}","{d=246, s=1, n=腾讯新闻, ud=1}","{d=214, s=4, n=微信, ud=4}","{d=596, s=8, n=QQ阅读, ud=4}","{d=160, s=4, n=应用宝, ud=3}","{d=11, s=2, n=闲鱼, ud=2}","{d=184, s=3, n=QQ, ud=3}","{d=44, s=2, n=UC, ud=2}","{d=2, s=1, n=全民K歌, ud=1}","{d=5, s=1, n=有道词典, ud=1}","{d=9, s=1, n=爱奇艺, ud=1}","{d=653, s=3, n=微博, ud=3}"
54056,1c:48:ce:e4:1a:4d,20171220,41,1,2,1,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54057,1c:48:ce:e9:0b:e9,20171220,31,2,1,2,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,东莞市,,,20171220,0,,,,,,,,,,,,,,,,
54058,1c:48:ce:ef:98:07,20171220,25,2,2,1,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,广州市,,,20171220,0,,,,,"{d=34, s=1, n=OPPO软件商店, ud=1}","{d=161, s=3, n=OPPO游戏中心, ud=2}","{d=414, s=31, n=搜狗输入法, ud=7}","{d=39, s=3, n=爱奇艺, ud=3}","{d=1252, s=1, n=腾讯WiFi管家, ud=1}","{d=1226, s=6, n=乐视视频, ud=3}",,,,,,
54059,1c:67:58:07:c6:84,20171220,31,1,2,2,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54060,1c:67:58:1a:16:d0,20171220,31,1,1,2,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54061,1c:67:58:37:da:3d,20171220,31,2,1,2,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54062,1c:67:58:37:e8:69,20171220,31,1,1,2,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54063,1c:67:58:38:a4:a3,20171220,31,1,2,2,0,0,2,2,2,0,0,1,0,,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,广州市,"12:23.097_113.456_1,22.674_112.835_1,23.086_112.447_1|",,20171220,0,,,,,"{d=3717, s=11, n=酷我音乐, ud=5}","{d=1715, s=5, n=优酷, ud=4}","{d=46, s=1, n=中国建设银行, ud=1}","{d=96, s=3, n=WPS Office, ud=3}","{d=13, s=1, n=Anyview阅读, ud=1}","{d=44, s=2, n=美图秀秀, ud=2}","{d=3745, s=8, n=QQ, ud=3}","{d=8, s=1, n=爱奇艺, ud=1}","{d=1286, s=7, n=微博, ud=5}","{d=96, s=4, n=高德地图, ud=3}","{d=12, s=1, n=彩色便签, ud=1}","{d=723, s=5, n=花生地铁WiFi, ud=3}"
54064,1c:67:58:46:9a:b6,20171220,0,2,2,1,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54065,1c:67:58:7c:ae:9e,20171220,36,1,1,2,0,0,0,0,2,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,深圳市,,,20171220,0,,,,,"{d=3, s=1, n=QQ浏览器, ud=1}",,,,,,,,,,,
54066,1c:67:58:84:84:50,20171220,24,2,2,2,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54067,1c:67:58:84:8a:b6,20171220,36,2,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54068,1c:67:58:ca:bc:87,20171220,31,1,2,2,0,0,0,0,2,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,广州市,,,20171220,0,,,,,"{d=162, s=2, n=鲁大师, ud=1}","{d=507, s=41, n=百度输入法, ud=11}","{d=3474, s=15, n=微信, ud=7}","{d=1896, s=20, n=百度地图, ud=9}","{d=3, s=1, n=华为应用市场, ud=1}","{d=9, s=2, n=360清理大师, ud=2}","{d=172, s=2, n=手机淘宝, ud=2}",,,,,
54069,1c:77:f6:00:7d:75,20171220,24,1,2,1,0,0,3,3,6,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,广州市,"21:23.128_113.329_8,23.133_113.322_9,23.131_113.323_1,3:23.131_113.320_1,23.128_113.322_1,20:23.128_113.329_1,23.133_113.318_1,10:23.128_113.329_2,23.133_113.322_2,0:23.131_113.292_1,19:23.133_113.322_2,23.133_113.323_1,17:23.133_113.318_1,23.133_113.316_1,23.134_113.318_1,22:23.131_113.320_1,23.128_113.319_1,23.133_113.318_1,23:23.133_113.320_1,23.131_113.320_1,23.128_113.330_1,18:23.128_113.329_1,23.133_113.322_2,23.134_113.318_1,15:23.131_113.322_4,23.130_113.327_1,23.128_113.329_2,16:23.133_113.316_1,23.126_113.323_2,23.128_113.329_1,13:23.128_113.329_3,23.133_113.322_3,14:23.128_113.329_6,23.133_113.322_7,23.130_113.329_3,11:23.131_113.320_1,23.128_113.322_1|21:23.131_113.320_1,23.133_113.320_1,23.133_113.322_3,10:23.128_113.329_3,23.130_113.327_3,6:23.131_113.320_1,23.131_113.322_1,22:23.134_113.326_1,23.130_113.329_1,23.130_113.327_1,17:23.141_113.326_2,23.133_113.320_2,23.133_113.322_2,23:23.131_113.325_1,23.131_113.322_1,23.133_113.320_1,15:23.130_113.329_1,23.133_113.322_1,9:23.133_113.320_1,23.130_113.320_1,23.128_113.326_1,16:23.128_113.329_1,23.131_113.322_1",,20171220,0,,,,,"{d=29, s=1, n=OPPO游戏中心, ud=1}","{d=23273, s=57, n=QQ, ud=15}","{d=97085, s=100, n=微信, ud=12}","{d=743, s=27, n=QQ音乐, ud=11}","{d=248, s=2, n=拼多多, ud=1}","{d=6, s=2, n=QQ空间, ud=2}","{d=41263, s=36, n=腾讯WiFi管家, ud=12}","{d=10, s=3, n=哔哩哔哩, ud=3}","{d=5787, s=2, n=手机淘宝, ud=2}","{d=4768, s=19, n=网易云音乐, ud=2}","{d=14, s=2, n=搜狗输入法, ud=2}","{d=13, s=2, n=全民K歌, ud=2}"
54070,1c:77:f6:01:5d:54,20171220,24,1,2,1,0,0,2,2,6,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,广州市,"22:23.161_113.333_1,17:23.161_113.333_3,18:23.161_113.333_2,23:23.128_113.320_4,23.161_113.333_2,15:23.161_113.333_1,13:23.161_113.333_1,14:23.159_113.334_2,23.159_113.338_2,23.161_113.333_3,11:23.161_113.333_2,12:23.161_113.333_1,3:23.161_113.333_1,21:23.160_113.333_1,23.161_113.333_2,2:23.128_113.320_2,23.127_113.320_1,20:23.161_113.333_1,10:23.161_113.333_1,1:23.128_113.320_2,23.127_113.322_1,0:23.128_113.320_1,23.161_113.333_1,6:23.134_113.315_1,23.128_113.320_1,23.127_113.322_1,5:23.128_113.320_2,23.134_113.315_1,4:23.134_113.315_1,23.128_113.320_2,9:23.161_113.333_1,8:23.161_113.333_2,23.159_113.338_1,23.159_113.334_1|17:23.161_113.333_2,23:23.128_113.320_2,18:22.716_113.904_1,23.161_113.333_1,15:23.161_113.333_1,13:23.161_113.333_1,3:23.128_113.320_2,23.127_113.320_1,2:23.127_113.320_1,23.128_113.320_2,10:23.161_113.333_1,1:23.127_113.322_1,23.128_113.320_1,23.127_113.320_1,0:23.128_113.320_1,23.127_113.322_1,7:23.161_113.333_2,6:23.127_113.322_1,23.134_113.315_1,5:23.131_113.325_1,23.128_113.320_1,23.127_113.322_1,4:23.128_113.320_1,23.127_113.322_1,23.127_113.320_1,9:23.161_113.333_2,8:23.161_113.333_2",,20171220,0,,,,,"{d=4175, s=2, n=支付宝, ud=2}","{d=48, s=5, n=QQ浏览器, ud=3}","{d=1, s=1, n=蘑菇街, ud=1}","{d=5, s=2, n=抖音短视频, ud=2}","{d=151, s=13, n=搜狗输入法, ud=5}","{d=556, s=10, n=百度地图, ud=4}","{d=151, s=11, n=快手, ud=4}","{d=40, s=2, n=QQ, ud=1}","{d=103, s=11, n=微信, ud=3}","{d=5, s=1, n=新浪新闻, ud=1}","{d=12, s=5, n=微博, ud=2}","{d=13, s=4, n=有道词典, ud=2}"
54071,1c:77:f6:01:80:a2,20171220,31,2,2,2,0,0,2,2,6,0,0,0,6,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,广州市,,,20171220,0,,,,,"{d=397, s=17, n=折800, ud=4}","{d=15, s=3, n=滴滴出行, ud=3}","{d=37574, s=47, n=芒果TV, ud=10}","{d=15, s=2, n=中国银行, ud=2}","{d=3, s=1, n=支付宝, ud=1}","{d=1658, s=1, n=手机淘宝, ud=1}","{d=3, s=1, n=QQ, ud=1}","{d=10439, s=44, n=360手机卫士, ud=7}","{d=14, s=4, n=美颜相机, ud=4}","{d=3, s=1, n=百度手机助手, ud=1}","{d=68, s=3, n=ofo共享单车, ud=2}","{d=248, s=5, n=银联钱包, ud=2}"
54072,1c:77:f6:02:02:03,20171220,31,2,2,2,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54073,1c:77:f6:06:31:fc,20171220,25,2,2,2,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,"19:23.131_113.323_2,23.127_113.316_2,23.133_113.322_2,22:23.119_113.276_10,23.120_113.271_13,17:23.127_113.316_1,23.133_113.323_1,23.133_113.322_1,18:23.127_113.322_1,23.134_113.323_1,23.130_113.329_1,23:23.124_113.279_11,23.120_113.271_1,23.117_113.276_1,15:23.131_113.323_1,23.126_113.322_3,23.133_113.322_1,16:23.133_113.323_2,23.131_113.323_1,13:23.120_113.271_1,23.117_113.276_1,14:23.131_113.323_3,21.387_110.254_1,23.127_113.276_6,11:23.117_113.276_5,23.119_113.276_5,23.120_113.271_5,12:23.124_113.279_1,3:23.124_113.279_1,21:23.127_113.316_1,23.133_113.322_1,20:28.081_114.433_1,2:23.120_113.271_1,23.117_113.276_1,0:23.124_113.279_3,7:23.123_113.274_1,6:23.123_113.271_1,23.123_113.270_1,23.123_113.272_1,9:23.133_113.323_1,23.133_113.322_1,23.131_113.323_1,8:23.123_113.270_1,23.121_113.270_1,23.123_113.274_1|19:23.126_113.322_2,23.131_113.322_1,23.133_113.323_2,22:23.119_113.276_4,23.117_113.276_4,23.120_113.271_4,17:23.126_113.322_3,23.131_113.322_2,23.134_113.322_2,18:23.131_113.322_2,23.127_113.316_2,23.133_113.323_2,23:23.124_113.279_5,23.120_113.271_1,23.131_113.322_2,15:23.131_113.323_3,23.126_113.322_3,23.144_113.318_1,16:23.133_113.322_1,23.113_113.308_1,23.131_113.322_1,14:23.126_113.275_3,23.131_113.325_1,23.131_113.323_3,21:23.126_113.322_2,23.177_113.349_1,23.131_113.322_1,3:28.081_114.433_1,23.131_113.322_1,2:23.131_113.322_1,28.081_114.433_1,1:28.081_114.433_1,23.131_113.322_1,10:23.117_113.276_1,23.123_113.270_1,0:23.131_113.322_1,28.081_114.433_1,4:28.081_114.433_1,9:23.126_113.270_1,23.123_113.270_1,23.123_113.271_1",,20171220,0,,,,,,,,,,,,,,,,
54074,1c:77:f6:07:bf:7f,20171220,25,2,2,1,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,"{d=55, s=2, n=讯飞输入法, ud=1}","{d=72, s=1, n=百度地图, ud=1}",,,,,,,,,,
54075,1c:77:f6:07:cf:b7,20171220,31,2,2,1,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广东省,,,20171220,0,,,,,,,,,,,,,,,,
54076,1c:77:f6:0b:33:91,20171220,31,0,2,1,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中山市,,,20171220,0,,,,,,,,,,,,,,,,
54077,1c:77:f6:0c:62:79,20171220,24,2,2,1,0,0,3,3,6,0,0,1,6,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,广州市,,,20171220,0,,,,,"{d=247, s=3, n=全民K歌, ud=1}","{d=751, s=9, n=QQ空间, ud=5}","{d=449, s=5, n=前程无忧51Job, ud=4}","{d=61, s=6, n=WPS Office, ud=3}","{d=354, s=6, n=支付宝, ud=3}","{d=56, s=2, n=王者荣耀, ud=2}","{d=87, s=4, n=潮自拍, ud=3}","{d=51, s=3, n=QQ浏览器, ud=2}","{d=5, s=1, n=优酷, ud=1}","{d=163, s=4, n=58同城, ud=4}","{d=120, s=1, n=QQ, ud=1}","{d=320, s=3, n=同程旅游, ud=1}"
54078,1c:77:f6:0e:1c:ba,20171220,25,2,2,2,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,,,20171220,0,,,,,,,,,,,,,,,,
54079,1c:77:f6:0e:c5:03,20171220,25,2,2,1,0,0,2,2,6,0,0,0,0,,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,广州市,"|17:23.126_113.316_1,23.164_113.261_1,18:23.131_113.326_1,23.134_113.326_1,23.131_113.323_1,16:23.700_113.040_1",,20171220,0,,,,,"{d=2, s=1, n=应用宝, ud=1}","{d=763, s=9, n=交通银行, ud=1}","{d=39, s=16, n=QQ浏览器, ud=2}","{d=36, s=10, n=微博, ud=2}","{d=11, s=1, n=美图秀秀, ud=1}","{d=474, s=2, n=手机百度, ud=1}","{d=2288, s=1, n=手机淘宝, ud=1}","{d=6, s=2, n=UC, ud=2}","{d=1722, s=3, n=QQ, ud=3}","{d=54, s=3, n=搜狗输入法, ud=1}","{d=32298, s=19, n=腾讯WiFi管家, ud=2}","{d=296, s=68, n=西瓜视频, ud=1}"
54080,1c:77:f6:0f:e7:9f,20171220,31,1,2,2,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,"21:23.138_113.323_2,10:23.118_113.402_2,23.119_113.402_2,0:23.119_113.402_1,23.119_113.397_1|20:23.118_113.367_1,13:23.116_113.360_1,23.117_113.358_1",,20171220,0,,,,,,,,,,,,,,,,
54081,1c:77:f6:16:74:63,20171220,25,2,2,1,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,广州市,"17:23.137_113.329_1,23.124_113.329_1,22:23.209_113.276_1,23.133_113.322_2,23.187_113.265_6,23:45.755_126.591_5,31.389_121.495_1,23.187_113.265_9,15:23.185_113.272_1,23.187_113.267_1,23.192_113.268_1,16:23.133_113.323_1,23.124_113.329_2,23.131_113.322_1,13:23.192_113.268_1,23.131_113.323_1,23.131_113.322_1,14:23.186_113.265_1,23.187_113.267_1,23.187_113.265_1,11:23.187_113.265_3,23.133_113.323_1,45.755_126.591_2,12:23.128_113.327_1,23.187_113.265_3,23.131_113.322_2,21:23.181_113.260_1,23.187_113.265_4,2:23.187_113.265_2,23.187_113.264_2,23.187_113.267_2,20:23.187_113.265_2,31.389_121.495_1,23.181_113.260_1,10:23.192_113.268_3,23.131_113.322_1,23.185_113.272_1,1:23.187_113.264_2,23.187_113.265_2,23.186_113.264_1,0:23.187_113.267_6,23.186_113.267_2,23.186_113.265_1,9:23.128_113.329_1,23.133_113.322_2,23.126_113.322_2,8:23.186_113.265_1,23.187_113.265_1|22:38.555_115.412_1,23.209_113.276_1,23.187_113.265_2,23:23.187_113.265_3,23.186_113.265_1,11:23.131_113.322_2,23.133_113.322_2,23.187_113.265_3,12:23.126_113.323_3,23.131_113.323_3,23.131_113.322_3,3:23.124_113.329_1,21:23.186_113.267_2,38.555_115.412_1,23.187_113.265_2,2:23.187_113.265_1,23.187_113.267_1,20:23.134_113.327_2,23.131_113.322_2,1:23.187_113.267_3,23.187_113.265_3,23.186_113.265_2,10:23.187_113.265_1,23.187_113.264_1,23.186_113.267_1,0:23.187_113.265_3,45.755_126.591_2,23.186_113.265_1,7:23.186_113.265_1,23.187_113.265_1,6:23.187_113.265_1,23.186_113.265_1,9:23.126_113.322_3,23.131_113.322_3,23.133_113.322_3,8:23.187_113.265_1,23.186_113.265_1",,20171220,0,,,,,"{d=2942, s=7, n=摩拜单车, ud=6}","{d=1016, s=13, n=WiFi万能钥匙, ud=10}","{d=23966, s=27, n=微信, ud=12}","{d=23579, s=33, n=QQ, ud=14}","{d=77, s=15, n=爱奇艺, ud=8}","{d=9, s=3, n=网易新闻, ud=3}","{d=48959, s=139, n=芒果TV, ud=21}",,,,,
54082,1c:77:f6:17:34:88,20171220,31,2,2,2,0,0,1,1,6,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,广州市,,,20171220,0,,,,,"{d=70, s=2, n=WiFi万能钥匙, ud=2}","{d=82, s=1, n=支付宝, ud=1}","{d=10611, s=67, n=微信, ud=9}","{d=1460, s=7, n=宾果消消消, ud=5}","{d=2798, s=47, n=QQ浏览器, ud=4}","{d=7673, s=48, n=百度地图, ud=9}","{d=3, s=1, n=腾讯手机管家, ud=1}","{d=8, s=2, n=应用宝, ud=2}","{d=8, s=1, n=酷狗音乐, ud=1}","{d=264, s=2, n=手机百度, ud=2}","{d=14, s=4, n=QQ邮箱, ud=4}","{d=2169, s=109, n=搜狗输入法, ud=9}"
54083,1c:77:f6:17:58:aa,20171220,41,2,2,1,0,0,0,0,6,0,0,0,0,,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,广州市,"19:23.128_113.323_3,23.128_113.329_1,22:23.130_113.323_1,23.128_113.323_4,23:26.583_114.174_1,23.130_113.323_1,18:26.583_114.174_1,23.128_113.323_2,15:23.127_113.329_1,23.128_113.329_1,16:23.133_113.323_1,23.126_113.316_1,13:23.128_113.323_2,23.130_113.323_1,14:23.128_113.329_1,23.133_113.322_1,11:23.128_113.323_2,12:23.128_113.329_1,23.128_113.323_3,21:23.128_113.323_3,26.583_114.174_1,3:23.128_113.323_3,2:23.128_113.323_2,20:23.128_113.323_2,10:23.128_113.323_2,1:23.128_113.323_1,0:23.128_113.323_1,23.130_113.323_1,7:23.128_113.323_1,6:23.128_113.323_1,5:23.128_113.323_1,4:23.128_113.323_1,9:23.128_113.323_1,8:23.128_113.323_1|2:23.130_113.323_1,0:23.128_113.323_1,23:23.128_113.323_2,15:23.128_113.323_1,16:23.128_113.323_1,13:23.130_113.323_1,23.128_113.323_2,11:23.130_113.323_1,12:23.130_113.323_1",,20171220,0,,,,,"{d=6315, s=8, n=腾讯欢乐麻将全集, ud=5}","{d=89, s=4, n=微信, ud=3}","{d=1958, s=11, n=优酷, ud=5}","{d=7472, s=1, n=玩吧, ud=1}","{d=4168, s=81, n=搜狗输入法, ud=11}","{d=8, s=2, n=天天P图, ud=2}","{d=4644, s=2, n=智联招聘, ud=2}","{d=1812, s=3, n=趣店, ud=3}","{d=6885, s=5, n=分期乐, ud=3}","{d=129, s=3, n=美团, ud=2}","{d=4003, s=3, n=百度糯米, ud=2}","{d=3109, s=6, n=应用宝, ud=1}"
54084,1c:77:f6:17:60:bf,20171220,25,2,2,2,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市,"14:23.019_113.415_1,23.020_113.414_1,29.109_110.487_1|",,20171220,0,,,,,,,,,,,,,,,,
54085,1c:77:f6:1b:7a:fd,20171220,25,1,2,2,0,0,1,1,6,0,0,2,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,广州市,,,20171220,0,,,,,"{d=1214, s=91, n=探探, ud=11}","{d=14114, s=52, n=百度地图, ud=11}","{d=184, s=3, n=铁友火车票12306抢票, ud=1}","{d=62, s=1, n=UC, ud=1}","{d=725, s=14, n=应用宝, ud=4}","{d=49619, s=34, n=QQ, ud=8}","{d=4, s=1, n=手机淘宝, ud=1}","{d=320, s=9, n=WiFi万能钥匙, ud=1}","{d=18872, s=145, n=搜狗输入法, ud=14}","{d=66721, s=29, n=千牛, ud=3}","{d=144, s=1, n=全民K歌, ud=1}","{d=19648, s=19, n=快手, ud=3}"
54086,1c:77:f6:1e:5b:89,20171220,24,2,2,1,0,0,2,2,6,0,0,3,0,,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,深圳市,"21:23.139_113.197_1,23.122_113.187_1,20:23.122_113.187_1,0:23.139_113.197_1,23.122_113.187_1,7:23.117_113.246_1,23.139_113.197_1,21.884_110.834_1,19:23.139_113.197_1,23.122_113.187_1,17:23.139_113.197_1,21.887_110.837_1,23.124_113.191_1,23:23.122_113.187_1,18:23.122_113.187_1,15:23.139_113.197_2,23.122_113.187_1,16:23.139_113.197_2,23.122_113.187_1,13:23.139_113.197_2,21.885_110.835_1|3:23.122_113.187_1,23.139_113.197_1,2:23.139_113.197_1,23.122_113.187_1,10:21.887_110.839_1,23.139_113.197_1,1:23.122_113.187_1,23.139_113.197_1,0:23.139_113.197_1,23.122_113.187_1,17:23.122_113.190_1,23.122_113.189_1,18:23.122_113.193_1,23.122_113.191_1",,20171220,0,,,,,"{d=420, s=1, n=携程旅行, ud=1}","{d=1841, s=3, n=QQ邮箱, ud=2}","{d=11, s=1, n=百度翻译, ud=1}","{d=2423, s=35, n=微信, ud=6}","{d=1685, s=5, n=百度地图, ud=3}","{d=68, s=2, n=QQ音乐, ud=2}","{d=6, s=2, n=有道翻译官, ud=2}","{d=5, s=1, n=应用宝, ud=1}","{d=1442, s=43, n=搜狗输入法, ud=6}","{d=377, s=12, n=花椒直播, ud=7}","{d=198, s=11, n=西瓜视频, ud=4}","{d=592, s=7, n=Feel, ud=4}"
54087,1c:77:f6:1e:6c:35,20171220,31,2,2,2,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,重庆市,,,20171220,0,,,,,"{d=94, s=1, n=百度地图, ud=1}","{d=57, s=2, n=OPPO软件商店, ud=1}","{d=37, s=3, n=搜狗输入法, ud=1}","{d=97, s=1, n=我的汤姆猫, ud=1}","{d=39, s=2, n=微信, ud=1}",,,,,,,
54088,1c:77:f6:21:01:5b,20171220,24,2,2,2,0,0,3,3,6,0,0,1,0,,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,佛山市,,,20171220,0,,,,,"{d=2, s=1, n=百词斩, ud=1}","{d=11, s=4, n=铃声多多, ud=4}","{d=19, s=1, n=讯飞语音+, ud=1}","{d=16, s=3, n=百度糯米, ud=3}","{d=796, s=27, n=WiFi万能钥匙, ud=15}","{d=764, s=7, n=支付宝, ud=4}","{d=2, s=1, n=中英互译, ud=1}","{d=1533, s=41, n=京东, ud=8}","{d=75, s=31, n=芒果TV, ud=14}","{d=5356, s=45, n=优酷, ud=22}","{d=9213, s=36, n=微信, ud=19}","{d=8, s=1, n=多说英语, ud=1}"
54089,1c:77:f6:21:37:3c,20171220,31,2,2,1,0,0,3,3,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,达州市,,,20171220,0,,,,,"{d=157, s=1, n=微信, ud=1}","{d=1260, s=2, n=MOMO陌陌, ud=2}",,,,,,,,,,
54090,1c:77:f6:25:cc:4d,20171220,31,2,1,2,0,0,2,2,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,广州市,"19:23.071_113.245_1,22:23.072_113.241_1,23.072_113.242_1,17:23.196_109.125_1,23.069_113.246_1,23.071_113.245_1,23:23.072_113.242_2,18:23.071_113.245_3,23.196_109.125_1,15:23.067_113.234_1,23.072_113.242_1,23.071_113.246_1,16:23.043_113.298_1,23.071_113.245_1,23.072_113.294_1,13:23.216_109.094_1,23.071_113.246_1,23.072_113.242_1,14:23.216_109.094_1,23.072_113.242_1,23.071_113.245_1,11:23.071_113.246_2,23.071_113.245_1,23.069_113.246_1,12:23.071_113.245_1,3:23.072_113.242_2,21:23.072_113.241_1,23.072_113.242_1,23.073_113.242_1,20:23.075_113.243_2,23.072_113.242_3,1:23.072_113.242_1,10:23.071_113.245_1,0:23.072_113.241_1,23.072_113.242_1,7:23.073_113.243_1,23.072_113.242_1,9:23.071_113.245_2|19:23.073_113.239_1,23.073_113.241_1,23.071_113.231_2,17:23.072_113.242_1,22:23.094_113.256_1,23.072_113.239_1,23:23.072_113.242_2,13:23.073_113.246_1,23.071_113.245_1,11:23.069_113.246_1,23.071_113.246_1,21:23.095_113.308_1,23.097_113.320_1,3:23.072_113.242_1,2:23.072_113.242_1,10:23.069_113.246_2,23.071_113.245_1,23.071_113.246_1,1:23.072_113.242_1,0:23.072_113.242_1,7:23.073_113.242_1,23.073_113.243_1,23.072_113.242_2,5:23.072_113.242_1,4:23.072_113.242_1,9:23.071_113.246_1,23.069_113.246_1,8:23.071_113.245_1,23.071_113.246_1",,20171220,0,,,,,"{d=707, s=13, n=搜狗输入法, ud=1}",,,,,,,,,,,
